A1BG,0
A1BG-AS1,1
A1CF,2
A2M,3
A2M-AS1,4
A2ML1,5
A2ML1-AS1,6
A2ML1-AS2,7
A2MP1,8
A3GALT2,9
A4GALT,10
A4GNT,11
A12M1,12
A12M2,13
A12M3,14
A12M4,15
AAAS,16
AABT,17
AACS,18
AACSP1,19
AADAC,20
AADACL2,21
AADACL2-AS1,22
AADACL3,23
AADACL4,24
AADACP1,25
AADAT,26
AAGAB,27
AAK1,28
AAMDC,29
AAMP,30
AANAT,31
AAR2,32
AARD,33
AARS,34
AARS2,35
AARSD1,36
AARSP1,37
AASDH,38
AASDHPPT,39
AASS,40
AATBC,41
AATF,42
AATK,43
AAVS1,44
ABALON,45
ABAT,46
ABCA1,47
ABCA2,48
ABCA3,49
ABCA4,50
ABCA5,51
ABCA6,52
ABCA7,53
ABCA8,54
ABCA9,55
ABCA9-AS1,56
ABCA10,57
ABCA11P,58
ABCA12,59
ABCA13,60
ABCA17P,61
ABCB1,62
ABCB4,63
ABCB5,64
ABCB6,65
ABCB7,66
ABCB8,67
ABCB9,68
ABCB10,69
ABCB10P1,70
ABCB10P3,71
ABCB10P4,72
ABCB11,73
ABCC1,74
ABCC2,75
ABCC3,76
ABCC4,77
ABCC5,78
ABCC5-AS1,79
ABCC6,80
ABCC6P1,81
ABCC6P2,82
ABCC8,83
ABCC9,84
ABCC10,85
ABCC11,86
ABCC12,87
ABCC13,88
ABCD1,89
ABCD1P1,90
ABCD1P2,91
ABCD1P3,92
ABCD1P4,93
ABCD1P5,94
ABCD2,95
ABCD3,96
ABCD4,97
ABCE1,98
ABCF1,99
ABCF1-DT,100
ABCF2,101
ABCF2P1,102
ABCF2P2,103
ABCF3,104
ABCG1,105
ABCG2,106
ABCG4,107
ABCG5,108
ABCG8,109
ABHD1,110
ABHD2,111
ABHD3,112
ABHD4,113
ABHD5,114
ABHD6,115
ABHD8,116
ABHD10,117
ABHD11,118
ABHD11-AS1,119
ABHD11-AS2,120
ABHD12,121
ABHD12B,122
ABHD13,123
ABHD14A,124
ABHD14A-ACY1,125
ABHD14B,126
ABHD15,127
ABHD15-AS1,128
ABHD16A,129
ABHD16B,130
ABHD17A,131
ABHD17AP1,132
ABHD17AP3,133
ABHD17AP4,134
ABHD17AP5,135
ABHD17AP6,136
ABHD17AP7,137
ABHD17AP8,138
ABHD17AP9,139
ABHD17B,140
ABHD17C,141
ABHD18,142
ABI1,143
ABI1P1,144
ABI2,145
ABI3,146
ABI3BP,147
ABL1,148
ABL2,149
ABLIM1,150
ABLIM2,151
ABLIM3,152
ABO,153
ABR,154
ABRA,155
ABRACL,156
ABRAXAS1,157
ABRAXAS2,158
ABT1,159
ABT1P1,160
ABTB1,161
ABTB2,162
ACAA1,163
ACAA2,164
ACACA,165
ACACB,166
ACAD,167
ACAD8,168
ACAD9,169
ACAD10,170
ACAD11,171
ACADL,172
ACADM,173
ACADS,174
ACADSB,175
ACADVL,176
ACAN,177
ACAP1,178
ACAP2,179
ACAP2-IT1,180
ACAP3,181
ACAT1,182
ACAT2,183
ACBD3,184
ACBD3-AS1,185
ACBD4,186
ACBD5,187
ACBD6,188
ACBD7,189
ACCS,190
ACCSL,191
ACD,192
ACE,193
ACE2,194
ACE3P,195
ACER1,196
ACER2,197
ACER3,198
ACHE,199
ACIN1,200
ACKR1,201
ACKR2,202
ACKR3,203
ACKR4,204
ACLS,205
ACLY,206
ACMG,207
ACMSD,208
ACNATP,209
ACO1,210
ACO2,211
ACOD1,212
ACOT1,213
ACOT2,214
ACOT4,215
ACOT6,216
ACOT7,217
ACOT8,218
ACOT9,219
ACOT11,220
ACOT12,221
ACOT13,222
ACOX1,223
ACOX2,224
ACOX3,225
ACOXL,226
ACOXL-AS1,227
ACP1,228
ACP2,229
ACP4,230
ACP5,231
ACP6,232
ACP7,233
ACPP,234
ACR,235
ACRBP,236
ACRV1,237
ACSBG1,238
ACSBG2,239
ACSF2,240
ACSF3,241
ACSL1,242
ACSL3,243
ACSL4,244
ACSL5,245
ACSL6,246
ACSM1,247
ACSM2A,248
ACSM2B,249
ACSM3,250
ACSM4,251
ACSM5,252
ACSM5P1,253
ACSM6,254
ACSS1,255
ACSS2,256
ACSS3,257
ACTA1,258
ACTA2,259
ACTA2-AS1,260
ACTB,261
ACTBL2,262
ACTBP1,263
ACTBP2,264
ACTBP3,265
ACTBP4,266
ACTBP5,267
ACTBP6,268
ACTBP7,269
ACTBP8,270
ACTBP9,271
ACTBP10,272
ACTBP11,273
ACTBP12,274
ACTBP13,275
ACTBP14,276
ACTC1,277
ACTG1,278
ACTG1P1,279
ACTG1P2,280
ACTG1P3,281
ACTG1P4,282
ACTG1P6,283
ACTG1P7,284
ACTG1P8,285
ACTG1P9,286
ACTG1P10,287
ACTG1P11,288
ACTG1P12,289
ACTG1P13,290
ACTG1P14,291
ACTG1P15,292
ACTG1P16,293
ACTG1P17,294
ACTG1P18,295
ACTG1P19,296
ACTG1P20,297
ACTG1P21,298
ACTG1P22,299
ACTG1P23,300
ACTG1P24,301
ACTG2,302
ACTL4,303
ACTL5,304
ACTL6A,305
ACTL6B,306
ACTL7A,307
ACTL7B,308
ACTL8,309
ACTL9,310
ACTL10,311
ACTN1,312
ACTN1-AS1,313
ACTN2,314
ACTN3,315
ACTN4,316
ACTN4P1,317
ACTN4P2,318
ACTP1,319
ACTR1A,320
ACTR1B,321
ACTR2,322
ACTR3,323
ACTR3-AS1,324
ACTR3B,325
ACTR3BP1,326
ACTR3BP2,327
ACTR3BP3,328
ACTR3BP4,329
ACTR3BP5,330
ACTR3BP6,331
ACTR3C,332
ACTR3P1,333
ACTR3P2,334
ACTR3P3,335
ACTR5,336
ACTR6,337
ACTR6P1,338
ACTR8,339
ACTR10,340
ACTRT1,341
ACTRT2,342
ACTRT3,343
ACVR1,344
ACVR1B,345
ACVR1C,346
ACVR2A,347
ACVR2B,348
ACVR2B-AS1,349
ACVRL1,350
ACY1,351
ACY3,352
ACYP1,353
ACYP2,354
AD5,355
ADA,356
ADA2,357
