5,0
37133,1
24086,2
7,3
27057,4
23336,5
41022,6
41523,7
8,8
30005,9
18149,10
17968,11
1,12
2,13
3,14
4,15
13666,16
12,17
21298,18
18226,19
17,20
24427,21
50301,22
32037,23
32038,24
50305,25
17929,26
25662,27
19679,28
30205,29
18,30
19,31
15886,32
33842,33
20,34
21022,35
28417,36
49894,37
23993,38
14235,39
17366,40
51526,41
19235,42
21,43
22,44
49667,45
23,46
29,47
32,48
33,49
34,50
35,51
36,52
37,53
38,54
39,55
39983,56
30,57
31,58
14637,59
14638,60
32972,61
40,62
45,63
46,64
47,65
48,66
49,67
50,68
41,69
14114,70
31129,71
31130,72
42,73
51,74
53,75
54,76
55,77
56,78
40055,79
57,80
33352,81
33353,82
59,83
60,84
52,85
14639,86
14640,87
16022,88
61,89
62,90
63,91
64,92
65,93
42662,94
66,95
67,96
68,97
69,98
70,99
53628,100
71,101
48841,102
48842,103
72,104
73,105
74,106
13884,107
13886,108
13887,109
17553,110
18717,111
18718,112
20154,113
21396,114
21398,115
23759,116
25656,117
16407,118
18289,119
40012,120
15868,121
19837,122
20293,123
24538,124
38856,125
28235,126
26971,127
49685,128
13921,129
16128,130
28756,131
28394,132
34041,133
34042,134
34043,135
34044,136
38508,137
38509,138
38510,139
24278,140
26925,141
26111,142
11320,143
20035,144
24011,145
29859,146
17265,147
76,148
77,149
78,150
19195,151
29132,152
79,153
81,154
30655,155
21230,156
25829,157
28975,158
17369,159
39557,160
18275,161
23842,162
82,163
83,164
84,165
85,166
86,167
87,168
21497,169
21597,170
30211,171
88,172
89,173
90,174
91,175
92,176
319,177
16467,178
16469,179
41426,180
16754,181
93,182
94,183
15453,184
40701,185
23337,186
23338,187
23339,188
17715,189
23989,190
34391,191
25070,192
2707,193
13557,194
44365,195
18356,196
23675,197
16066,198
108,199
17066,200
4035,201
1565,202
23692,203
1611,204
114,205
115,206
116,207
19288,208
34504,209
117,210
118,211
33904,212
33128,213
18431,214
19748,215
33159,216
24157,217
15919,218
17152,219
18156,220
24436,221
20999,222
119,223
120,224
121,225
25621,226
41112,227
122,228
123,229
14376,230
124,231
29609,232
33781,233
125,234
126,235
17195,236
127,237
29567,238
24174,239
26101,240
27288,241
3569,242
3570,243
3571,244
16526,245
16496,246
18049,247
32017,248
30931,249
10522,250
32016,251
26060,252
51295,253
31665,254
16091,255
15814,256
24723,257
129,258
130,259
45169,260
132,261
17780,262
134,263
135,264
136,265
137,266
138,267
139,268
140,269
141,270
142,271
31819,272
33971,273
150,274
44626,275
45086,276
143,277
144,278
146,279
147,280
148,281
149,282
151,283
152,284
153,285
154,286
155,287
37651,288
44496,289
49058,290
49751,291
51495,292
51496,293
51497,294
51498,295
51499,296
51500,297
51501,298
51502,299
51503,300
49661,301
145,302
158,303
159,304
